label_id	cell_id	length	diameter_mean	diameter_std
1.0	0.0	0.0	0.0	0.0
2.0	0.0	0.0	0.0	0.0
3.0	0.0	4.8916754722595215	0.04254299774765968	0.01162296999245882
4.0	0.0	5.915940284729004	0.0444401241838932	0.01144881546497345
5.0	0.0	2.806512355804444	0.10576416552066804	0.0423099510371685
6.0	0.0	7.909858226776122	0.07332337647676468	0.026925472542643547
7.0	0.0	5.691404819488525	0.05075585097074509	0.03080330602824688
8.0	0.0	2.933327436447144	0.1152244433760643	0.0419507659971714
9.0	0.0	4.947085380554199	0.08210998773574829	0.0464787594974041
10.0	0.0	3.2883803844451904	0.04866253584623337	0.021907936781644818
11.0	0.0	1406.0364990234375	0.2528526782989502	0.09771978110074996
12.0	0.0	993.715576171875	0.2584715485572815	0.08946941047906876
13.0	0.0	3.8883252143859854	0.1052774414420128	0.06658323854207993
14.0	0.0	0.2810045480728149	0.17184342443943024	0.05967199802398681
15.0	0.0	307.0562438964844	0.2557031214237213	0.08755432814359665
16.0	0.0	2.0091695785522456	0.06598730385303497	0.03981292620301247
17.0	0.0	1.2617754936218262	0.05930617451667785	0.023248014971613884
18.0	0.0	6.754079818725586	0.0987592563033104	0.049328252673149116
19.0	0.0	0.7629350423812866	0.1937960386276245	0.06583891063928604
20.0	0.0	1400.6502685546875	0.2013305425643921	0.09459356963634492
21.0	0.0	536.8323974609375	0.15835878252983093	0.05191440880298615
22.0	0.0	383.0268859863281	0.24132998287677765	0.07644879817962646
23.0	0.0	882.0292358398438	0.181434765458107	0.09578516334295273
24.0	0.0	285.3965148925781	0.23286303877830505	0.07478026300668716
25.0	0.0	555.4409790039061	0.23044316470623016	0.090542234480381
26.0	0.0	455.33734130859375	0.22415374219417566	0.09222252666950226
27.0	0.0	6.855922222137451	0.09941735863685608	0.0368264764547348
28.0	0.0	510.7973937988281	0.21157817542552948	0.09316233545541763
29.0	0.0	475.6971435546875	0.2076295167207718	0.08699313551187515
30.0	0.0	423.7813415527344	0.21142570674419406	0.08731793612241745
31.0	0.0	350.1522216796875	0.22426238656044006	0.09151074290275574
32.0	0.0	2229.992431640625	0.2371793985366821	0.09007374942302704
33.0	0.0	3.269721031188965	0.10214215517044067	0.040853142738342285
34.0	0.0	1668.282470703125	0.2576599717140198	0.07592850923538208
35.0	0.0	549.6121826171875	0.15803071856498718	0.04350968822836876
