label_id	morphology_umap_x	morphology_umap_y
1090.0	-5.941833019256592	-2.6863160133361816
1108.0	-1.080551266670227	4.732812404632568
728.0	-0.9161179661750793	3.9856185913085938
1462.0	2.349076986312866	5.611362457275391
1487.0	-3.540804624557495	-0.6416239142417908
577.0	-2.485072135925293	-5.487770080566406
1257.0	-1.6842470169067383	3.551663398742676
1560.0	-0.878300666809082	2.78877329826355
1866.0	2.5605669021606445	5.619387626647949
1469.0	-5.939573287963867	0.4909023344516754
1352.0	-0.7023677825927734	0.6618759036064148
1540.0	-1.305262804031372	4.424585819244385
2062.0	1.221819281578064	2.910623788833618
2082.0	0.41338902711868286	4.534820556640625
2463.0	-6.0107574462890625	-2.67937970161438
1516.0	-6.074374675750732	0.4702098071575165
2508.0	-6.00665807723999	-2.6794092655181885
2190.0	1.2191106081008911	2.9098551273345947
2734.0	-2.1035265922546387	1.3444467782974243
2724.0	2.6786787509918213	4.103587627410889
3151.0	-5.999720573425293	-2.713200092315674
3155.0	-4.818615913391113	-2.6927096843719482
3173.0	-6.002955913543701	-2.7217934131622314
3157.0	-6.004633903503418	-2.7046780586242676
2656.0	-0.05827990174293518	-2.238029956817627
2169.0	1.1154766082763672	2.232724905014038
2999.0	-2.3149092197418213	2.8873844146728516
2842.0	1.9297295808792114	2.5959789752960205
3024.0	-6.004132270812988	-2.6838033199310303
3368.0	0.8572319746017456	4.377126693725586
2677.0	-1.7610381841659546	-3.628657579421997
3077.0	3.5366556644439697	3.4600517749786377
3287.0	1.5201630592346191	5.314122676849365
3485.0	-1.623548984527588	-3.813952684402466
3322.0	-5.183348178863525	-2.306400775909424
1711.0	3.451321601867676	-4.382522106170654
3576.0	3.485722541809082	2.8109679222106934
3827.0	3.4166767597198486	4.847054481506348
3122.0	0.9618620276451111	1.6250827312469482
3982.0	2.005816698074341	5.507322311401367
3598.0	-0.10461901128292084	1.0762879848480225
3636.0	-6.0134358406066895	-2.680243730545044
4003.0	-5.504934787750244	-2.6097934246063232
3639.0	-2.5665314197540283	0.30738773941993713
3497.0	-1.5195139646530151	-3.562492847442627
4483.0	-1.9014673233032227	-5.284678936004639
4484.0	1.9336297512054443	2.4160263538360596
4319.0	2.3145525455474854	3.124671697616577
4148.0	2.1868436336517334	1.771199345588684
4011.0	-1.5902568101882935	-7.026060581207275
4532.0	-6.0031538009643555	-2.6858859062194824
4977.0	1.9972971677780151	1.1958277225494385
4797.0	0.8939922451972961	1.259575605392456
4839.0	-5.468348503112793	-0.2083263248205185
5017.0	-3.6583471298217773	-1.2097275257110596
5248.0	2.302186965942383	4.347459316253662
5046.0	-5.974775791168213	-2.659205198287964
5047.0	-5.964248180389404	-2.7063233852386475
5281.0	-7.915980815887451	0.29736512899398804
5068.0	3.794511079788208	-4.063092231750488
